,Unnamed: 0,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date,Genres
611,611,fresh,rotten,10.0,"A burlesque like Dirty Grandpa means to ""liberate the oppressed"" and does so in a low-comedy way. Ignore the bluenose critics who sharpened their dentures on this movie; ironically, they're the same fools who swallow drivel like The Hunger Games.",National Review,Dirty Grandpa,2016-06-27,['Comedy']
612,612,fresh,certified-fresh,98.0,"Aferim! is the opposite of a cultural celebration. It uses startling, hilarious misanthropy to portray Eastern Europe's immoral legacy - a hapless, dissolute, pusillanimous culture that has bequeathed the region a cynical present.",National Review,Aferim!,2016-06-27,"['Drama', 'History']"
613,613,fresh,fresh,63.0,The Finest Hours feels great because it is modest...This makes the film a study in humanism as well as citizenship...It is a nostalgic cultural memoir as much as an action film.,National Review,The Finest Hours,2016-06-27,"['Drama', 'Action', 'Thriller', 'History']"
614,614,rotten,certified-fresh,94.0,"For anyone who is not a legally bound babysitter, Finding Dory offers nothing that will please a taste for finer humor, freer fun, or genuinely expressive filmmaking.",National Review,Finding Dory,2016-06-21,"['Animation', 'Comedy', 'Adventure', 'Family']"
615,615,rotten,certified-fresh,95.0,"De Palma is not a shallow artist, but this documentary offers a shallow retrospective on his art, his celebrity, and his ""controversy.""",National Review,De Palma,2016-06-16,['Documentary']
616,616,fresh,fresh,84.0,Its story of a despot (Mikheil Gomiashvili)...who escapes his country's...capital city...with his cosseted grandson (Dachi Orvelashvili) in tow...looks at brotherhood by satirizing the highhanded excesses of nationhood.,National Review,The President,2016-06-16,['Drama']
617,617,fresh,fresh,83.0,"As Jia guides Salles through Fenyang, formerly a prison, and his past shooting locations, and as he introduces old friends and neighbors, the documentary gives evidence of how a director translates personal experience and political perspective into film.",National Review,"Jia Zhangke, A Guy From Fenyang",2016-06-16,['Documentary']
618,618,rotten,rotten,47.0,"There's little distance between X-Men: Apocalypse and the films of Chinese director Jia Zhangke. Although their audiences are different (juvenile thrill-seekers and art-movie devotees), the films appeal to the same grim taste for catastrophe.",National Review,X-Men: Apocalypse,2016-06-16,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']"
619,619,fresh,certified-fresh,96.0,"Beneath the impertinent, literary banter is a sedate - almost cold - vision of cruelty, greed, and selfishness. It recalls Stillman's The Last Days of Disco (1998), but without the soulful warmth of disco music to buoy the characters' urbane desperation.",National Review,Love & Friendship,2016-06-16,"['Drama', 'Comedy', 'Romance']"
620,620,rotten,fresh,64.0,"​Neighbors 2 is designed, rather cleverly, to tickle indulgent parents as well as self-indulgent kids (picking off two target audiences at once). Rogen and director Nicholas Stoller satirize outdated morality and pitiable decorum.",National Review,Neighbors 2: Sorority Rising,2016-06-16,['Comedy']
621,621,fresh,certified-fresh,81.0,"Terence Davies' Sunset Song, a personalized tale about young Christine Guthrie (Agyness Deyn) growing up in rural Scotland just before World War One, is also a national epic about one's connection to a culture through language and the land.",National Review,Sunset Song,2016-05-16,"['Drama', 'History']"
622,622,rotten,rotten,59.0,"Money Monster (also the name of Gates's program) pretends to expose Wall Street chicanery at the same time as critiquing opportunistic television. Who do Clooney, director Jodie Foster, and lead screenwriter Jamie Linden think they are?",National Review,Money Monster,2016-05-16,"['Drama', 'Thriller']"
623,623,rotten,certified-fresh,90.0,"Captain America and Iron Man almost represent the schism that now divides American voters, politicians, and pundits. I say ""almost,"" because the film...doesn't inspire reflection upon the dire seriousness of our current ideological civil war.",National Review,Captain America: Civil War,2016-05-12,"['Adventure', 'Action', 'Science Fiction']"
624,624,fresh,certified-fresh,92.0,"The Measure of a Man...charts a global unease in the case of a working-class white male trying to stay afloat in Europe's unsteady economy...Brizé's unplotted, naturalistic style highlights a common man's series of on-going indignities.",National Review,The Measure of a Man,2016-04-26,['Drama']
625,625,fresh,fresh,70.0,"Hanks has moved forward - as an artist must, and as American foreign policy should have - toward reconciliation. A Hologram for the King lets modern technological commitment...lead toward Clay's rediscovery of his humanity.",National Review,A Hologram for the King,2016-04-26,"['Drama', 'Comedy']"
626,626,rotten,certified-fresh,84.0,"Grant and Famuyiwa, with their dependence on famous names and talking heads, prove incapable of achieving character depth, atmosphere, or intellectual nuance. Instead, this turning-point cultural event falls into the maw of TV sensationalism.",National Review,Confirmation,2016-04-15,"['Drama', 'TV Movie', 'History']"
627,627,fresh,fresh,81.0,"Bercot's best irony is the film's fleet, incisive style - not docudrama but emotional precision in the composition, editing, and perfectly pitched humane performances (including Catherine Deneuve and Benoit Magimel at their compassionate best).",National Review,Standing Tall,2016-04-11,['Drama']
628,628,rotten,fresh,72.0,"Norwegian director Joachim Trier makes his first American film with Louder than Bombs, but shows off the same morose affectations as in his previous work, Reprise and Oslo, August 31st (a not bad but still lesser update of Louis Malle's The Fire Within).",National Review,Back Home,2016-04-11,"['Drama', 'Adventure', 'Thriller']"
629,629,rotten,rotten,54.0,"In Demolition, director Jean-Marc Vallée goes for the same slick, scattershot existentialism as in his previous films, The Dallas Buyers Club and Wild.",National Review,Demolition,2016-04-11,"['Drama', 'Comedy']"
630,630,rotten,rotten,19.0,"Abraham ignores cultural specifics that could illuminate the society that produced a figure like Hiram King Williams, who enjoyed his cultural heritage and took his masculine freedom as brazenly as Miles Davis did.",National Review,I Saw the Light,2016-04-04,"['Music', 'Drama']"
631,631,fresh,fresh,74.0,"Miles Ahead is held together by Cheadle's regard for its subject, which clearly emboldened him, as a first-time director, to attempt filmmaking as complex and original as Davis's musical compositions and improvisation.",National Review,Miles Ahead,2016-04-04,"['Music', 'Drama', 'History']"
632,632,fresh,rotten,29.0,"In this age of petty Marvels, most comic-book movies merely perpetrate fantasies of power, but Snyder, enacting his personal aesthetic, braves a film that examines those fantasies. He boldly challenges popular culture's current decay.",National Review,Batman v Superman: Dawn of Justice,2016-04-04,"['Action', 'Adventure', 'Fantasy']"
633,633,fresh,rotten,38.0,"In Tricked (Verhoeven calls it ""My 14 1/2, like Fellini's 8 1/2""), the character-driven story still relies on a visual effect - the exposed behind-the-scenes process of filmmaking.",National Review,Tricked,2016-03-23,"['Animation', 'Comedy', 'Family']"
634,634,fresh,certified-fresh,81.0,"The clichs in Eddie the Eagle are upfront, but these are also verities; they are organic to the story and essential to the example that Eddie represents.",National Review,Eddie the Eagle,2016-03-23,"['Drama', 'Comedy', 'History', 'Adventure']"
635,635,fresh,rotten,47.0,We desperately need a reminder that the film industry still comprises human beings with recognizable histories - and souls.,National Review,Knight of Cups,2016-03-23,"['Drama', 'Romance']"
636,636,rotten,certified-fresh,83.0,"Yes, it's claptrap, but not entirely dismissable, because of Nichols's compelling grasp of two authentic aspects of American experience: the parochial white South and our continued indulgence of the youth cult.",National Review,Midnight Special,2016-03-23,"['Drama', 'Adventure', 'Science Fiction']"
637,637,fresh,rotten,50.0,Me Him Her (the title eschews any punctuation that would separate people) expands the rom-com into social compassion.,National Review,Me Him Her,2016-03-23,['Comedy']
638,638,rotten,rotten,36.0,"Cohen's burlesque (raunchy sex gags so blatant they're surreal) is his most hilarious and effective mode, but half-jokes about government surveillance expose a double standard; he's either politically ignorant or dishonest.",National Review,The Brothers Grimsby,2016-03-16,"['Comedy', 'Action']"
639,639,rotten,certified-fresh,93.0,It takes a nincompoop like Howard to imagine depth in this silliness.,New York Press,Frost/Nixon,2014-10-28,"['Drama', 'History']"
640,640,fresh,certified-fresh,83.0,There is no greater movie acting this year than Del Rio's (and Naomi Watts').,New York Press,Mulholland Dr.,2012-06-18,"['Mystery', 'TV Movie', 'Drama', 'Thriller']"
641,641,rotten,fresh,91.0,"Puiu's a skillful widescreen filmmaker, but he's also an urban snob who finds farm animals backward and funny.",New York Press,Tales From the Golden Age,2011-08-24,"['Comedy', 'History']"
642,642,fresh,certified-fresh,73.0,Sfar rescues Gainsbourg from hipsters' self-satisfied claims.,New York Press,Gainsbourg,2011-08-24,['Drama']
643,643,rotten,fresh,70.0,"Usually movies this slick and contrived have a shiny, Hollywood look, but Our Idiot Brother's unslick look is dreadful. It lacks the professionalism of mumblecore.",New York Press,Our Idiot Brother,2011-08-24,"['Drama', 'Comedy']"
644,644,rotten,rotten,36.0,One Day is neither comedy nor satire; it uses numerous narrative gimmicks to avoid the fact of its humdrum banality.,New York Press,One Day,2011-08-18,"['Crime', 'Action', 'Thriller']"
645,645,fresh,rotten,44.0,Sexism may be inseparable from the imperatives of male aggression. 30 Minutes or Less ridicules this...,New York Press,30 Minutes or Less,2011-08-17,"['Comedy', 'Action', 'Adventure']"
646,646,rotten,certified-fresh,76.0,"The Help demonstrates the conned intelligence of the ""post-racial"" and ""postblack"" Obama era, where the anxieties of unequal yet mutually beneficial black-white relationships are conveniently, speciously, put behind us.",New York Press,The Help,2011-08-10,['Drama']
647,647,fresh,certified-fresh,82.0,It is easily the best American movie of this corrupted summer.,New York Press,Rise of the Planet of the Apes,2011-08-08,"['Drama', 'Action', 'Thriller', 'Science Fiction']"
648,648,rotten,rotten,45.0,"Cowboys and Aliens is an uninspired, third-rate rehash of Western and monster movie lore. It turns genre into formula.",New York Press,Cowboys & Aliens,2011-08-03,"['Western', 'Action', 'Thriller', 'Science Fiction']"
649,649,rotten,certified-fresh,86.0,"If the title suggests soap opera rather than political history, that's part of Ruiz's game -- but it's also why this art project feels overlong for its purpose.",New York Press,Mysteries of Lisbon,2011-08-03,['Drama']
650,650,rotten,rotten,55.0,"The film disastrously focuses on Uday's outrages and does so without any moral perspective. ""Rape, torture, disembowelment, killing, drinking, drugs and decadence"" is practically the film's synopsis. Madness is its misjudged rationale.",New York Press,The Devil's Double,2011-08-03,"['War', 'Crime', 'Drama', 'Thriller', 'Action']"
651,651,fresh,certified-fresh,90.0,It enhances a sense of the world rather than peddling distraction from it.,New York Press,Attack the Block,2011-07-27,"['Comedy', 'Action', 'Science Fiction']"
652,652,fresh,,,Me and My Gal justifies the loftiest standards of realism and entertainment.,New York Press,Me and My Gal,2011-07-22,"['Drama', 'Comedy', 'Romance']"
653,653,rotten,certified-fresh,80.0,"When all these bland Marvel Comics franchise movies blur together in memory, it won't prove that they amounted to one great epic master narrative, but that they're all indistinguishable.",New York Press,Captain America: The First Avenger,2011-07-22,"['Action', 'Adventure', 'Science Fiction']"
654,654,rotten,certified-fresh,96.0,"Now that the Harry Potter series is over, maybe the truth can be realized: This has been the dullest franchise in the history of movie franchises.",New York Press,Harry Potter and the Deathly Hallows: Part 2,2011-07-13,"['Adventure', 'Fantasy']"
655,655,fresh,certified-fresh,90.0,"Although this is an adaptation of the A.A. Milne tales first published in 1926, it unleashes an essential quality of dreaming -- and of cinema.",New York Press,Winnie the Pooh,2011-07-13,"['Horror', 'Thriller']"
656,656,rotten,certified-fresh,92.0,"Evading the issue of what used to be called ""yellow journalism,"" Morris' depraved method prevents us from ever getting out of this swamp.",New York Press,Tabloid,2011-07-13,['Documentary']
657,657,rotten,certified-fresh,90.0,Tribe's music takes a backseat to power struggle and personality conflict.,New York Press,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",2011-07-11,"['Music', 'Documentary']"
658,658,rotten,rotten,35.0,"By avoiding contemplation about the emotional nature of its clanging, morphing, warring creatures ... Bay and executive producer Steven Spielberg accommodate the insensitivity that characterizes post-9/11 culture.",New York Press,Transformers: Dark of the Moon,2011-06-30,"['Action', 'Adventure', 'Science Fiction']"
659,659,fresh,rotten,37.0,The humanist opposite to Hollywood's self-congratulatory snark.,New York Press,Larry Crowne,2011-06-29,"['Drama', 'Comedy', 'Romance']"
660,660,rotten,rotten,45.0,Kasdan and company miss the opportunity to connect Elizabeth's venality to the greed and materialism that her pop consumer students absorb daily.,New York Press,Bad Teacher,2011-06-27,['Comedy']
661,661,rotten,rotten,26.0,"The F/X of Hal creating objects out of his ring's green light are successfully, modestly fantastic. Such professionalism needn't resort to dumb stereotyping.",New York Press,Green Lantern,2011-06-19,"['Thriller', 'Adventure', 'Action', 'Science Fiction']"
662,662,rotten,certified-fresh,79.0,"Rossi's own Times bias gives Page One a romantic, rather than journalistic, slant.",New York Press,Page One: Inside The New York Times,2011-06-15,['Documentary']
663,663,rotten,certified-fresh,81.0,"Pandering and illogical, Super 8's plot makes no demands on viewers' intelligence.",New York Press,Super 8,2011-06-10,"['Mystery', 'Thriller', 'Science Fiction']"
664,664,fresh,certified-fresh,82.0,"Ovredal's man-to-monster compositions alternately recall Tiananmen Square or the destruction of New York's WTC, and then evoke the obligation of witnessing such deeds.",New York Press,Trollhunter,2011-06-08,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']"
665,665,rotten,certified-fresh,86.0,The entire film is a hackneyed exercise.,New York Press,X-Men: First Class,2011-06-06,['Documentary']
666,666,fresh,rotten,53.0,Thewlis' great talent has been MIA since Mike Leigh's 1993 Naked but here he delivers a caricature of British cultural audacity that is so outrageously vivid it deserves the term Dickensian.,New York Press,Mr. Nice,2011-06-03,"['Crime', 'Comedy', 'Action']"
667,667,rotten,certified-fresh,85.0,Beginners is not culturally astute.,New York Press,Beginners,2011-06-02,"['Drama', 'Comedy', 'Romance']"
668,668,fresh,fresh,76.0,"Rejoice and Shout offers the most magnificent, heroic examples of art to be found in any movie so far this year.",New York Press,Rejoice & Shout,2011-06-02,['Documentary']
669,669,fresh,rotten,58.0,"More than a storyteller, always a poet, Jean-Luc Godard continues to challenge how movies function and how we look at them.",New York Press,Film Socialisme,2011-06-02,['Drama']
670,670,rotten,fresh,74.0,"It is faint praise to note that Tuesday, After Christmas is the most approachable of recent Romanian releases. Still, it's neither revealing nor compelling.",New York Press,"Tuesday, After Christmas",2011-05-25,"['Drama', 'Romance']"
671,671,rotten,rotten,34.0,Telling a bad joke twice doesn't mean it was any good the first time.,New York Press,The Hangover Part II,2011-05-25,['Comedy']
672,672,rotten,certified-fresh,85.0,"Perched on a cliff of near self-parody, The Tree of Life dares to reveal Malick's idiosyncratic -- and humorless -- interest in existential occurrences.",New York Press,The Tree of Life,2011-05-24,"['Drama', 'Fantasy']"
673,673,fresh,fresh,62.0,It's so rare to see a film with such a great subject that the flaws of The First Grader are totally forgivable.,New York Press,The First Grader,2011-05-18,"['Drama', 'History', 'Romance']"
674,674,rotten,rotten,33.0,Depp's caricature is so far past its expiration date that it forces speculation about the actor's own movie stardom.,New York Press,Pirates of the Caribbean: On Stranger Tides,2011-05-18,"['Adventure', 'Action', 'Fantasy']"
675,675,rotten,certified-fresh,93.0,The groupie-like celebration of Allen's doubled-up cultural insecurity and ambition represents a global degradation of culture standards.,New York Press,Midnight in Paris,2011-05-18,"['Comedy', 'Romance', 'Fantasy']"
676,676,rotten,certified-fresh,90.0,"It's an overly contrived jumble, trying out too many comic ideas that eventually swamp the central subject of what a modern young woman expects regarding friendship, courtship and marriage.",New York Press,Bridesmaids,2011-05-11,"['Comedy', 'Romance']"
677,677,fresh,rotten,54.0,It is far beyond the juvenile time-jumping in Blue Valentine or the old-fogey show tunes nostalgia of any random Nora Ephron movie.,New York Press,Last Night,2011-05-11,"['Drama', 'Romance']"
678,678,fresh,fresh,100.0,A full-fledged exercise in the sensuality of genetic similarity and different shades of family sensibility.,New York Press,The Makioka Sisters,2011-05-08,"['Drama', 'Romance']"
679,679,fresh,rotten,58.0,Jumping the Broom is an in-law comedy with soul.,New York Press,Jumping the Broom,2011-05-08,['Comedy']
680,680,rotten,certified-fresh,77.0,"It's still inconceivable that people could look at the shabby Iron Man 1 and gaudy Iron Man 2 and be satisfied. The latest addition to that Marvel studios franchise is Thor, and it, too, suffers from filmmaking without wit.",New York Press,Thor,2011-05-08,"['Adventure', 'Action', 'Fantasy']"
681,681,fresh,fresh,62.0,"Ventriloquism -- seeing and speaking through others -- is Foster's metaphor for the compassion that art ought to elicit, but that even the Hollywood community of ""artists"" has failed in making Gibson a pariah.",New York Press,The Beaver,2011-05-04,['Drama']
682,682,fresh,certified-fresh,78.0,"Dom and O'Connor repeat the urban ethnic mythology that started with James Cagney and Pat O'Brien in 1930s gangster films at Warner Bros. studios, but update realities to include contemporary, post-Civil Rights-era race-mixing.",New York Press,Fast Five,2011-05-03,"['Crime', 'Action', 'Thriller']"
683,683,fresh,rotten,35.0,Prom looks and feels blissful.,New York Press,Prom,2011-04-27,"['Comedy', 'Romance']"
684,684,fresh,certified-fresh,96.0,Leave it to Werner Herzog to find a use for 3D technology that isn't part of some gimmick to hoodwink kids of all ages.,New York Press,Cave of Forgotten Dreams,2011-04-27,['Documentary']
685,685,fresh,certified-fresh,91.0,"Villeneuve folds the mother's history within the siblings' search, eloquently connecting the past to the present in a way that makes politics and morality matter.",New York Press,Incendies,2011-04-25,"['War', 'Drama', 'Mystery']"
686,686,fresh,rotten,41.0,"Some filmmakers and journalists like to promote the myth of Hollywood as a wonderful, harmless dream machine but that disingenuous notion is touchingly subverted in Steven Peros' Footprints.",New York Press,Footprints,2011-04-19,"['Drama', 'Family']"
687,687,rotten,certified-fresh,82.0,Only when Capotondi trades in chaos and negativity does he show a giallo streak-unfortunately that's for most of the film.,New York Press,The Double Hour,2011-04-13,"['Crime', 'Mystery', 'Drama', 'Thriller', 'Romance']"
688,688,fresh,certified-fresh,88.0,"It's very much a universal portrait of human willfulness, perhaps the finest since Charles Stone III's Mr. 3000, starring Bernie Mac.",New York Press,A Screaming Man,2011-04-13,"['War', 'Drama']"
689,689,rotten,rotten,56.0,"Redford himself seems to believe his own legend; he has joined his knuckle-headed, self-righteous progeny -- George Clooney, Sean Penn and Matt Damon -- by directing a film that is as dull as it is politically hip.",New York Press,The Conspirator,2011-04-13,"['Crime', 'Drama', 'History']"
690,690,fresh,rotten,46.0,The movie glides by easily -- like surfing looks -- which is the result of genuine and strong filmmaking craft.,New York Press,Soul Surfer,2011-04-13,"['Drama', 'Family']"
691,691,rotten,certified-fresh,86.0,"It challenges patriarchy and racism, but it never risks questioning received political ideas.",New York Press,Meek's Cutoff,2011-04-06,"['Drama', 'Western']"
692,692,fresh,fresh,72.0,"Imminently watchable, Hanna suggests a thinking-person's Kick-Ass.",New York Press,Hanna,2011-04-06,"['Adventure', 'Action', 'Thriller']"
693,693,rotten,fresh,63.0,Indulging Rodriguez's ugliness limits the image of gay life and gay culture to negativity and grotesquerie.,New York Press,To Die Like a Man,2011-04-06,"['Music', 'Drama']"
694,694,rotten,rotten,27.0,"Worse than film school formula, Arthur's transparently the product of some powerful Hollywood agents responsible for foisting Brand on American culture.",New York Press,Arthur,2011-04-06,"['Comedy', 'Romance']"
695,695,fresh,rotten,27.0,"By trashing fairytale propriety, Green and McBride personalize the genre enthusiasm of the Star Wars generation.",New York Press,Your Highness,2011-04-06,"['Comedy', 'Adventure', 'Action', 'Fantasy']"
696,696,rotten,fresh,66.0,"Its plot, ripped off from The Amityville Horror, shows so little psychological or occult logic that it exposes its own sheer dumbness as just a series of spookings.",New York Press,Insidious,2011-03-30,"['Horror', 'Thriller']"
697,697,rotten,rotten,22.0,It's bloody but without menstrual awareness; just as its musical pretext neglects to express genuine feminine trauma or yearning.,New York Press,Sucker Punch,2011-03-25,"['Action', 'Thriller', 'Fantasy']"
698,698,fresh,certified-fresh,83.0,It's another signpost on Ozon's apprenticeship toward cinema mastery.,New York Press,Trophy Wife,2011-03-23,['Comedy']
699,699,fresh,fresh,70.0,Paul brings back all that is consequential through an ingenious spoof of taken-for-granted sci-fi lore.,New York Press,Paul,2011-03-23,"['Comedy', 'Adventure', 'Science Fiction']"
700,700,fresh,certified-fresh,83.0,"Typically, The Lincoln Lawyer uses black pop culture to bring urban consciousness and street cunning to a Hollywood film's slick surface.",New York Press,The Lincoln Lawyer,2011-03-23,"['Crime', 'Drama', 'Thriller']"
701,701,fresh,fresh,76.0,"Unlike those indie directors whose feel-good, P.C. claptrap predictably gets praised by the very people it flatters, Mendelsohn makes suburban poetry that opposes the way middle-class film culture likes to fantasize itself.",New York Press,3 Backyards,2011-03-23,['Drama']
702,702,rotten,certified-fresh,99.0,"A less good doc than last year's more honest and insightful Smash His Camera, about paparazzo Ron Galella.",New York Press,Bill Cunningham New York,2011-03-16,['Documentary']
703,703,fresh,rotten,37.0,"Beneath the silly premise is a consistent depiction of military performance, duty and sacrifice that is so unexpected that the film's genre transforms from fantasy to war movie.",New York Press,Battle: Los Angeles,2011-03-16,"['Action', 'Science Fiction']"
704,704,rotten,rotten,10.0,"Too bad Hardwicke didn't adapt The Scarlet Letter -- better yet, she could have transformed the asinine Easy A.",New York Press,Red Riding Hood,2011-03-16,"['Horror', 'Thriller', 'Fantasy']"
705,705,rotten,fresh,72.0,"Once again, after the obnoxious The Informant and insufferable Hereafter, Matt Damon uses movies to explain the world to audiences who just want to be entertained.",New York Press,The Adjustment Bureau,2011-03-09,"['Romance', 'Thriller', 'Science Fiction']"
706,706,fresh,fresh,95.0,A remarkably evenhanded history.,New York Press,Making the Boys,2011-03-09,['Documentary']
707,707,rotten,certified-fresh,89.0,"Kiarostami has become the new Kieslowski, an emigrant to Western Europe whose pretentiousness embarrasses the whole concept of art cinema-as proven by Certified Copy.",New York Press,Certified Copy,2011-03-09,"['Drama', 'Romance']"
708,708,rotten,certified-fresh,90.0,"Weerasethakul is, in fact, the blandest of visionaries. His picturesque images lack the intensity found in the great folkloric artist-filmmaker Julin Hernndez.",New York Press,Uncle Boonmee Who Can Recall His Past Lives,2011-03-02,"['Drama', 'Fantasy']"
709,709,rotten,fresh,92.0,"Because Scorsese is not a Continental sophisticate like Malle, but an American boomer pop artist, Lebowitz's forays into ideas and history are not his forte.",New York Press,Public Speaking,2011-02-23,['Documentary']
710,710,fresh,certified-fresh,95.0,"Bresson exemplified 20th-century ecumenical intelligence that is much out of fashion today, yet remains singular and powerful.",New York Press,Diary of a Country Priest,2011-02-23,['Drama']
711,711,fresh,certified-fresh,92.0,"Beauvois deliberately avoids Nationalist reproach, seeking commiseration that goes deeper than the acquiescence for which French liberals are typically known.",New York Press,Of Gods and Men,2011-02-23,"['Drama', 'History']"
712,712,rotten,rotten,55.0,"Unknown touches on the crisis, but director Jaume- Collet Serra and his screenwriters aren't serious enough or the action adept enough to fully articulate it.",New York Press,Unknown,2011-02-16,"['Mystery', 'Action', 'Thriller']"
713,713,fresh,rotten,29.0,"It's a blatant exploitation film (what Variety calls ""an actioner""), yet its obviousness, keyed to Levesque's squared-circle appeal, is humorous.",New York Press,The Chaperone,2011-02-16,"['Comedy', 'Action', 'Family']"
714,714,rotten,fresh,74.0,"Gnomic imagery like this is an arty-artifice, based in sociological condescension.",New York Press,Putty Hill,2011-02-16,['Drama']
715,715,fresh,rotten,19.0,The humorous tangents of Just Go With It are testaments to the fine art of improvisation and of comedy that doesn't take itself overly seriously.,New York Press,Just Go With It,2011-02-16,"['Comedy', 'Romance']"
716,716,fresh,certified-fresh,100.0,"Poetry isn't quite in the class of Kurosawa's Stray Dog, but Lee's domestic-social drama certainly evinces some of Kurosawa's... well, poetry.",New York Press,Poetry,2011-02-09,[]
717,717,rotten,rotten,38.0,"Right now, Portman commands the cineplexes as surrogate for misguided, self-pitying filmmakers.",New York Press,Love and Other Impossible Pursuits,2011-02-09,['Drama']
718,718,fresh,rotten,39.0,"Evoking the forgotten meanings of action-adventure films (pre-Tarantino) is enough to make The Eagle a distinctive, if minor, film.",New York Press,The Eagle,2011-02-02,"['Drama', 'Adventure']"
719,719,rotten,rotten,21.0,Frankie and Alice is the kind of grandstanding that exposes an actress' pathetic dependence on approval by others.,New York Press,Frankie & Alice,2011-02-02,"['Drama', 'Thriller']"
720,720,fresh,rotten,59.0,Araki discovers modern morality within the blueeyed ruins of a Hollister model the same way archeologists uncover ancient totems.,New York Press,Kaboom,2011-01-26,"['Mystery', 'Drama', 'Comedy']"
721,721,fresh,fresh,95.0,Willis' careful balancing act between portraying a unique family unit and the peculiarities of genius winds up making The Woodmans disturbing in an unexpected way.,New York Press,The Woodmans,2011-01-26,['Documentary']
722,722,rotten,certified-fresh,77.0,It lugs around old moral baggage but misses a profound confrontation with the specter of Jewish guilt.,New York Press,Barney's Version,2011-01-19,"['Drama', 'Comedy']"
723,723,fresh,rotten,44.0,Rogen's image and his attitude as co-screenwriter of The Green Hornet updates the bland superhero template using comic irreverence.,New York Press,The Green Hornet,2011-01-12,"['Crime', 'Comedy', 'Action']"
724,724,fresh,rotten,40.0,"Admittedly, Cox's humor is eccentric, but I like it.",New York Press,Repo Chick,2011-01-12,['Comedy']
725,725,rotten,rotten,21.0,"Gwyneth Paltrow must be a great actress because, as country singer Kelly Canter in Country Strong, she seems totally unaware of her insurmountable blandness.",New York Press,Country Strong,2011-01-12,"['Music', 'Drama', 'Romance']"
726,726,rotten,certified-fresh,86.0,"Despite Blue Valentine's blatant sensememories of nakedness and affection, irritation and itch, what Gosling and Williams reveal about their own concepts of heterosexual experience is ultimately inane.",New York Press,Blue Valentine,2011-01-05,"['Drama', 'Romance']"
727,727,fresh,certified-fresh,93.0,"Its ... characters ... have a familiarity with each other that turns everyday relations -- whether on the job, when traveling or at meals -- into startling, vivid and intimate exchanges.",New York Press,Another Year,2010-12-28,"['Drama', 'Comedy']"
728,728,rotten,fresh,66.0,"A friend misread the ad for Biutiful as ""Pitiful."" He wasn't wrong.",New York Press,Biutiful,2010-12-28,['Drama']
729,729,fresh,certified-fresh,91.0,"A return to the possibilities of animation as Fantasia, with its multiple tones, varied episodes and restless invention, timelessly realized.",New York Press,The Illusionist,2010-12-24,"['Romance', 'Drama', 'Thriller', 'Fantasy']"
730,730,fresh,fresh,73.0,"Hadewijch goes from austere images of a wintry world to remarkably beautiful images of post-rainfall lushness. From desolation to revelation, humanism becomes visible in every living thing.",New York Press,Hadewijch,2010-12-22,['Drama']
731,731,fresh,certified-fresh,95.0,"True Grit speaks to our current moment of vengeful, moral uncertainty. It continues the same revamped Americana that distinguished the Coens' sophisticated remake of The Ladykillers -- a truly original religiouspolitical hybrid.",New York Press,True Grit,2010-12-22,['Western']
732,732,rotten,rotten,9.0,A pretext to continue one of the lamest franchises in contemporary Hollywood history.,New York Press,Little Fockers,2010-12-22,"['Comedy', 'Romance']"
733,733,rotten,certified-fresh,70.0,"No better than a mirthless Hollywood hack, Coppola sentimentalizes her family dilemma in order to pose as an artiste. Her navel-gazings are a boutique indie franchise.",New York Press,Somewhere,2010-12-22,['Drama']
734,734,rotten,rotten,39.0,Spacey seems to think he's making a comedy -- a good actorly instinct -- but director George Hickenlooper makes the offensive decision to treat Abramoff's transgressions as more grist for the Bush-grinding mill.,New York Press,Casino Jack,2010-12-15,"['Crime', 'Drama', 'Comedy']"
735,735,rotten,rotten,31.0,How Do You Know forges a difficult exploration of its characters' weaknesses and uncertainties. But its deepening drama becomes wishy-washy.,New York Press,How Do You Know,2010-12-15,"['Drama', 'Comedy', 'Romance']"
736,736,fresh,certified-fresh,87.0,"Rabbit Hole is a laudable art project, not great but good enough to rate comparison with stronger movies that contextualize the grief of loss and disorientation.",New York Press,Rabbit Hole,2010-12-15,['Drama']
737,737,rotten,rotten,30.0,Everything that makes Shakespeare's final play a great expression of the dangers and risks of ambition in Western civilization is lost in this sex change.,New York Press,The Tempest,2010-12-09,"['Drama', 'Fantasy']"
738,738,fresh,certified-fresh,91.0,Americans used to seeing trickedup versions of themselves in the movies (or degraded-by-narcissism versions on reality TV) will be startled at the honesty of David O. Russell's The Fighter.,New York Press,The Fighter,2010-12-08,['Drama']
739,739,rotten,fresh,67.0,Critics who praise this politically false economic fairytale can only be part of the system -- and part of the problem.,New York Press,The Company Men,2010-12-08,['Drama']
740,740,rotten,certified-fresh,85.0,Aronofsky's ethnic denial and escape into Nina's psychological trauma actually trivializes her artistic pursuit. Turning art into genre movie silliness is a careerist's dance.,New York Press,Black Swan,2010-12-01,"['Drama', 'Horror', 'Thriller']"
